,Job Title,Job Description,Job Salary,Job Company,Job Link,Job Type
131,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaRJ2FA8g-h2lUPMwFq_7u_ADfsK4pPH7KWVWE5Twdst1T1b0y4DbOR-DMzUgqLLuQIPnk58YkDso-NKJ1htqqWFp0CRZiMpbZ8HmxtJ-JIag4BDXnmIQtrLRWfo6YHKoSVB4PUu0ZwAqjQXrYEmsrtKZcwkWV8yRJW4p1zn5uRScscRaZcjR6Yiws-18HIYJuqKDEpgPOnas0M_299wFXXNKaOsKvj9jFH3sUOUG3jS4uPfCzjiqknFbaMUCi3yzS8=&p=0&fvj=1&vjs=3,sql
132,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhQltxX2sBBU6b99AdagEbiJ3Xl9ipKnpO3IWoXWhSvRJcgj6yPX5PQMmwJQZ4FrUubg90cQkjwf8Q2QhIHvuSNIfTCVOJK7OCQUIa0iMPi2zA04KooSPX8rp-ZVdQ2alxDi5Ay5PItm3BzLRRkSldFVVjj37W8XUS_UcXW2NWY7-RooE2feW1Ial5wSx9frExDC47P7ZM_4BNyQAmxo7cuTZY196AQVeYnHsFsr8mE0eugz-CoZWnAByIkKtVR6LMM=&p=1&fvj=1&vjs=3,sql
133,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCbBgyCUVJKM3YavhU0NP4IgwHMwFiHl1jPx3w3ZtIx7GBz4-ETud8QsVQ8T-6XixnryFrjckbP-0lxLezAAfRqo6XJFBnw_Svr2KK7n7oewZH8w3h6bNA8iIKx3QHypzd6ohUHVn5sSS7GT7EBBcCIIYAwzXXqQnLME9EoUV7G-pn8uEfyf36s-j5Dx7w_esYa3_J79NupRW55AOI8JrzfrZl0huzEoe6mAZW2totWhpCwmlYTeI__s6rpwlM6FOhpfs04N3WesfQ==&p=3&fvj=1&vjs=3,sql
134,Becario Data Scientist,En Gain Dynamics México estamos en búsqueda de talento joven para formarse en el área de ciencia de datos. Esta posición formará parte del equipo de consultores…,"$9,000 al mes",Gain Dynamics,/rc/clk?jk=05da4f95ad187347&fccid=1599d67c2ff4cfc6&vjs=3,sql
135,ingenero infraestructura,"Manejo de Bases de datos SQL como SQL Server, Oracle, informix, MySQL , DB2, y no SQL como MariaDB, Mongo, cassandra, DynamoDB, etc. Escenarios de alta…","$30,000 al mes",Reclutamiento IT,/rc/clk?jk=0307281ec6766c54&fccid=dd616958bd9ddc12&vjs=3,sql
136,Soporte técnico de segundo nivel,"Mínimo 2 años de experiencia. Manejo de telefonía Voz IP. Haber desarrollado en algún lenguaje de programación, tener lógica de programación.","$14,000 al mes",Inversa Instalaciones,/rc/clk?jk=6140c68685584d08&fccid=10ac32e4c3860d85&vjs=3,sql
137,Analista Capex,"Bases de datos SQL Server. En AT&T estamos buscando el mejor talento para construir el futuro. Capex Analyst / *CDMX, TORRE DIANA.","$13,000 - $13,027 al mes",AT&T México SA de CV,/company/AT&T-M%C3%A9xico-SA-de-CV/jobs/Analista-capex-848496d99d9f7d28?fccid=36433a1353bc73dc&vjs=3,sql
138,Programador PLSQL,"Carrera afín a Tecnologías de la Información, computación o informática. Disponibilidad para viajar a CDMX. Desarrollo de procesos y funciones de Base de Datos…","$15,000 - $25,000 al mes",EKS SOLUTIONS,/company/EKS-Solutions/jobs/Programador-plsql-ad3a696e0ab2f328?fccid=ac1ed44f46853788&vjs=3,sql
139,Desarrollador JAVA,"CONOCIMIENTOS DESEABLES EN SQL, LDAP, WINDOWS/UNIX/LINUX, ORACLE, SQL. PROFESIONAL EN DESARROLLO DE APLICACIONES INFORMÁTICAS.","$34,999 - $35,000 al mes","Nytek Innovative Solutions, SC",/pagead/clk?mo=r&ad=-6NYlbfkN0BcA5vaoUQQQNbaGxlPA6A5AECEe9f8jbBQVGYN0oiZl1ZaRhbn20iN_ryguLtFreRTg9n1mncPT77ibYymxivo1l6ZmPgvndF8KIO84Zk8s1g_3C5rjXB_X78FOxo_AHQFCi5rqLqFnEI1ftKdoCgUoxeIg5m9n6KpSAZnn1JOm2QcgErl-a-ExnGfIDa9p4gs1X7IluEZ9ZhBawlFdW5nWaC4Dh5xq6Eum3CpkgVDJgh0E9o4zts9SheR_KgM6C5KaPOfm3hGJ1wHwwfP1OtYN7z6lGPND5Umcm39zer-iCRX0rWwRqJadWFJp34v1Atkdr3_w-W04PCj34FfVkp1avU3jnGC1XKVb-ITg63WDDfceMyoMciPsmGXbvztOwKAJTwkM6nqaoD-mjIPoNVfdNa-9Igjb2Y=&p=14&fvj=1&vjs=3,sql
140,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJxVYp6O9yY2ys6tPVdjbCFm7EBNw9wCYEHiCZu5mUlRsJtGP85mKGPl3sGw4d3-4tfXLJd5ys_yvrQDnJ8yckHxIvtb6JA4zWG87ejd_8EPlmXrb9lbcWtRR8uxCFiFQMMzVFV3Pbbcd-KF2ZBpfz_72fZZiUtoQlU9f9Hd_5FloDrMoAXUODXVau8GZcxEcQvWRwKU69fJH6NpOLivA-oKJv7EAx-ilroiijO_q0ddiL0oHsAdTwT3yY1JaclV_LURQ6-LcKIN4hrFQZyVB--oLFWmHT3_y-w=&p=15&fvj=1&vjs=3,sql
141,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCZdJgIwucWNhcuqN6l4NG5yETqk7eQs2_vy0mKlUkUQNhRITbOHQosc_A2JamkJ7HRcBdghkBGjnTvik4yR3y2lbUUKWqbKQeo979w40OkjDtzSxgnV9Y4UYyAqbv1-es-c_RzDICFn9xCNoAbU5kSSoNhk13leuSchwux1_ODDwKRRt36jExRjJoyz797XRBAjaqgACDSS3u5RhbL3iwl2BJK72QOyP9o-2n7FyAaZRIvYOK39mtEWs6jEWTyOiHdC87F_0i6weQ==&p=0&fvj=1&vjs=3,sql
142,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhQ-9hHzs8w6W801-MrkNCCuvOupHtpuDVrIWdTC9OuPtmsAZI5Tje8Y3fgAl-ATpEAFJEp_0XsxvEFQi45negFPRb7HmEtJC4T1CrNbpksZPJnAmZtI-AqICqgTMaaQWoJN0jB7bsqLqH5_ZcdzdCgfKFokftCtBnJiX7HkqKYRvh5r1LoC7YbQm51nGCuU2eNIvzp1AI9ZaatqzXeKy8-DqJDHPyM5DAZwGLwMwAwalNLQfByDJY3i90B9SCxLUG4=&p=1&fvj=1&vjs=3,sql
143,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJx2lrfqjjY80hOyA6gToVVl5l_7CqJLNaD_GZ4KD3Am8DSu51ok0nc69tup-oy1AV70_OdJUuWFfjUQOgcHoLnMpKP_VIfMqGnZ6zNfxbv6KRQ-NWP-N4PTat3ed8LM4pdarGjoPCtHBWD15kDk6dk5kNm1MzgjUMl2tkOA6TDLSwIpxRWpzpoCPn6hN3FaOsL6PhbkyKpxfQzSckNqy2bKjJzO_o2bhshCZSbPUADpgi__YX169yvjfseFYAIGsScF7pqo-uwagDoqz_CcgUFQFt529XLTrvQ=&p=2&fvj=1&vjs=3,sql
144,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaSsN_7WsiU7wtK-wwUHA6NNfdQ2YsTdxsJFtJ6hik4BrEJZQvf-EbQtqQErizO6efF3PCXAUSmfVWL_4Mtg-S77vixwnuqEuzsa5rGjrryvmtHPjp-F-Gn1d1uurwaRcHwnefXT_6Mo7HFHKU_iU2uGQL3nv4O3A4gRkpBBXHLSV0A7pJQ2GRESFYZ6VtF-5BqsLyPEXkQgtrn9xUlUYGqq5OoBlqtGINb3dxkSYFTgWvJTjnSNNZw4EXQCf1fTrsk=&p=3&fvj=1&vjs=3,sql
145,Tester,"En FYG SOLUTIONS nos encontramos en búsqueda de nuevos talentos para el puesto de Analista Tester. Somos una empresa 100% mexicana, compuesto por especialistas…","$14,000 - $18,000 al mes",FyG Solutions,/company/FyG-Solutions/jobs/Tester-47ce1c3bfc0fdc9b?fccid=8a9617fd0fe48c13&vjs=3,sql
146,Administrador de Base de Datos,"Oracle Database SQL Certified, Oracle Database SQL Tuning & Performance. DBA – ORACLE , Especialista en Bases de Datos.","$35,000 - $38,000 al mes",IMECAPI,/company/Imecapi/jobs/Administrador-base-datos-b73df86327ac00f1?fccid=644a5a543cd3b722&vjs=3,sql
147,Analista Programador,"Solicito Programador con habilidades en Minería de Datos, Excel avanzado (Power Pivot), Power BI, BD SQL y MySQL, Programación PHP, C Sharp.","$18,000 al mes",CARSO INFRAESTRUCTURA Y CONSTRUCCIÓN,/company/Carso-Infraestructura-y-Construcci%C3%B3n/jobs/Analista-programador-95fd1501ff3bd7ce?fccid=e58e8f67a7087fbb&vjs=3,sql
148,¿INGENIERO INDUSTRIAL RECIÉN EGRESADO? NOSOTROS DE FORMAMOS,Si estudiaste una carrera afín a Ingeniería Industrial entonces Intelisis tiene una oportunidad para para ti. Postúlate con nosotros como Trainee.,"$5,999 - $6,000 al mes",INTELISIS SOFTWARE,/company/INTELISIS-SOFTWARE/jobs/Ingeniero-industrial-reci%C3%A9n-egresado-nosotros-formamos-cef7f1bc0dc50759?fccid=56d86b516c405072&vjs=3,sql
149,Soporte técnico,"Conocimientos necesarios en Windows, Office, SQL, LAN, WAN. Desarrollo en php, desarrollo de Query ‘s en SQL. Experiencia mínima de 2 años.","$15,000 al mes",SECODISA,/company/Secodisa/jobs/Soporte-t%C3%A9cnico-9827c4a25eb56b0f?fccid=1575e1b59bc381e5&vjs=3,sql
150,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0MEvGzYgamkFWO5EnInZrGghLx3SXnLM3DkeQvpN45adWbspmXRvvLorkM7RdJ29HnRxgsXNTBgqvdGfbMrOtl_XXt7b6Ve2_OHq1gDak4U4WrgMfRZCevKOR7wzoADBHFeXhFkN6HUzuhxYJXUS0Ohys6DXw37JmVZfrUYzec3eeftWPMlOOTERE_lq5aEj4WlDJ_OWayncsNLc9k75IlrDFf1b_3NR7maeL-KI9RdaeOVKNw_KAM0z-5qohssFGhLr3Apw0nqDxANxfEII3IxVdVYv5PyS1NmL5GM8xsGqMx0zQDvBqmO_w6CMFDTUPGVMLBMuQp-2ExQb-YWY9TjDnEk2Kc-Sn4YNeviq7xVvQ==&p=14&fvj=1&vjs=3,sql
151,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76Nwbs9ilxNUSGEo_ixjGw6UZrkPpP4dXnJw8gEbCpBz68ptGs2JFt7EAH-KylH6SqLYj_SUd7ZVUenP8vCAk_yuCAqAMMv89-aXF8pL1NjRgWOQOKAf4GictNMvOPIW3_ucfQQ5cNZoBUO3fzVkql50cSbJ0dcKsVqk8UpghV5aEOcsdXHxOroL8XnH_Rjadzp5Fekn_SsV22N-zsXNQQt_0JxjCrLAgK0KB2I3JOeIdaYszEjPp5PzYrBtGUHPOK1hfDynI7oJelrPdPS2o2kUBKlyviBqlsWU49GmjF0UrQ==&p=15&fvj=1&vjs=3,sql
152,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJxpKbKxEwSEOU3lULRCi_8Po_uTs0aaFSutbnmTCincg9FZ1DolG6h4S6geTa1VYS9OsaB3UMMVvprciaghhu2-wxWkMBh8u1Nz1ywLcRJzHGbLFZpvMpMi-vbnPSpwUrswDR5L-Dm08LxO7WoDJluAX0dAFMs706UrWQjO3jNE2zAoPUSZDNY2s5KE19TLKbdeY881obc2zpFNGVXtDdaU6N7tRYyh5uYfy6S1YWCugndm3wksOYUiD6qP7W2m2N97fhzsHflVXq1UV6aCPd--a93qdqMJR-U=&p=0&fvj=1&vjs=3,sql
153,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCZuM6CTQvJpXgTG3dGyBYC56buE7EJUb645MADU1THUwv82-fB96KBSnRGSYPES-9O_uYQsIJ8aRXcE2WLRY5ZXAiP0LArc1_3O0IB1r3_OUHqQ1EysP4NdopcHgxfRE23fa4Xir8Be2LJf5IReiI48HqXxIr3HJPYFCloWqxZWdtmG_Loww5UPSLwEt1H3B6uHz8iMR2sJXG4KxXufv_9c3AHtHqTZCb5T5D1VCwq4-ChGFWKLi_XwGr9-BFTH8e1ljHwuyODowg==&p=1&fvj=1&vjs=3,sql
154,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0NV94twIsiLvWhGJbyaHnkd1cZlVMsWKzKcyzB3mVvtRe_9-jvNutQu4JOtsF-cfOIbrAypTbG4oe6-Ck3gWLadlLVgV00fu7M78FcYXsGd2vJUPOXkkTpCTM8XK7qEtxFaIzyXXfcOJ3ctcv4eBIpcMTHudcRFZcHzof-e_JFkc6VtuGpKSAoZ9fcE2J2fbBsg6m_oAwMSKyDnJCt1j4w9RBZoXaKl0r-t_A8diCvCXYdhI-aAmo3PMnm152ch6ppe34QloTUsvtRHV4qu5Ix36yTpxErmaHdUvHmFVtfjkPKgqGieIfYYn_gKfzwh2cLF6Th9K2-7KKyu5wRsomNKtKG0svNsFmPwFMyMNHbLGw==&p=2&fvj=1&vjs=3,sql
155,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76OL7ISa_lb26RDffGUh0ZrIAIGDW8aovvBF9mDyMCeDiHESLegBSoQK5Jj2kyiEQOs1YGy6kjil477WYhEcnbGdjLOFHgu1BMkCw54fUNsUh2zZT1uKqUjx9qTz4rL7jQCsIdTJ_s1nWEhcoimTfPbC-c5TNQQnYwzF22y1SycrjRGa41zZhR1Klo4wc_jQjNQN1BbyreDbsCbPbX2zGec2FRwECLk27KVHrwv8wxVLoS_EUS-eKKY1H-8LUq3FDnt-omk_uFWRoZhtcOEqlR93gbW25HPiJnH-JPghMMjIuA==&p=3&fvj=1&vjs=3,sql
156,Desarrollador JDE Edwards,Ingeniero en Desarrollo de Software. Licenciado en Informática Administrativa o Afín. Desarrollo JDE mínimo en versión 9.1 en adelante.,"$40,000 - $45,000 al mes",EVREN,/company/EVREN-CONSULTORES/jobs/Desarrollador-jde-edwards-8e13999191ee7600?fccid=8bf4775d17ed82d3&vjs=3,sql
157,ANALISTA DE DATOS,"Qlik, R, Stata, Python, SAS, SQL, etc.). Intermendio Qlik, R, Stata, Python, SAS, SQL, (Requisito mínimo). Realizar profundos análisis de datos para los bancos…","$25,000 - $30,000 al mes",Customer Intelligence,/company/Customer-Intelligence/jobs/Analista-datos-f3ee24953cbbfd67?fccid=9b761806e2c9d779&vjs=3,sql
158,Business Intelligence,"Conocimiento de Microsoft SQL y Lenguaje SQL. DALTUM SYSTEMS somo una consultoría especializada en el área de TI. Ingles intermedio, verbal y escrito.","$22,000 al mes",Daltum systems,/company/Daltum-Systems/jobs/Business-intelligence-b3c5c77518860c4b?fccid=2dd07470b5ac30c2&vjs=3,sql
159,Desarrollador Jr,"Tienes conocimientos sólidos en PHP, SQL y Javascript son muy buenos. Si tienes buenas bases de programación. Tienes entre 20 y 35 años.","$18,000 - $20,000 al mes",QuimiNet,/company/QuimiNet/jobs/Desarrollador-junior-93eaf6aa4c959a07?fccid=500e5d8a205f0c78&vjs=3,sql
160,Desarrollador de Software,"Conocimientos en Bases de datos y lenguaje de consultas estructurado (MySQL, MariaDB, PostgreSQL, SQL server). Buscamos integrar a nuestra empresa talento como:","$12,000 - $15,000 al mes",Tecnologías de Información,/company/Tercer-Escal%C3%B3n/jobs/Desarrollador-software-1378e13c44839651?fccid=62267f3e8b640c8a&vjs=3,sql
161,Soporte Técnico para Software,"Conocimientos básicos en SQL y Bases de Datos. Uso de SQL Server, análisis de BD, Tablas, SP´s, Funciones, Jobs, Diseño de estructuras de datos.","$12,000 - $14,000 al mes",Grupo Hasar México,/company/Grupo-Hasar/jobs/Soporte-t%C3%A9cnico-software-6f8f8fb9f69a6e6b?fccid=fe09c5bf7bb52240&vjs=3,sql
162,Email Marketing Analyst,"Es una marca mexicana que nació como e-commerce y que ha expandido su horizonte y hoy cuenta con presencia en tiendas propias, departamentales, market places…","$18,000 - $20,000 al mes",Luuna,/company/Luuna/jobs/Email-marketing-analyst-beb31eed65acc466?fccid=2bc48c439a84746f&vjs=3,sql
163,Desarrollador WEB - Backend,"- Angular 4-7, Bootstrap, Express, Git, Apache, Node, MongoDB, DevOps con Gitlab, Gitlab Runner, Sonar y, TypeScript, JavaScript y NoSQL, Linux/Unix.","$25,000 al mes",Corin Human Resources,/rc/clk?jk=7403091b9833183c&fccid=170c86d085f78448&vjs=3,mongodb
164,Ingeniero Base de Datos Junior,"MongoDB, Redis, Cassandra) 1 a 2 años de experiencia. Se busca Ingeniero en computación o carrera a fin para realizar las siguientes actividades.","$14,000 al mes",IPCom,/rc/clk?jk=d1a59b1f0763c8d4&fccid=39e6c562f28c1c5a&vjs=3,mongodb
165,Desarrollador Senior,"Bases no relacionales (Redis, Mongodb). En Lumbrera buscamos un Desarrollador Sr. Para proyectos con empresas de innovación digital. Lunes a Viernes 9 a 6.","$30,000 al mes",Lumbrera.com.mx,/rc/clk?jk=9ef8e1045c9124d1&fccid=9e2fb25ff8715069&vjs=3,mongodb
166,DESARROLLADOR DE JAVASCRIPT,Conocimiento de MongoDB u otra base de datos orientada a documentos. Desarrollador senior de JavaScript de pila completa_. De 30 a 50 años *.,"$55,000 - $60,000 al mes",ASPENSTATE,/company/DETECKTA-CONSULTOR%C3%8DA/jobs/Desarrollador-javascript-d0571708f5450c5e?fccid=d06ac820168da556&vjs=3,mongodb
167,Programador Java,"Empresa especializada en TI solicita Programador Java. En sistemas, informática administrativa, Ing. Se requiere experiencia mínima de un año programando en…","$10,000 - $25,000 al mes",SMART GOVERNMENT SOLUTIONS S.A.P.I. DE C.V.,/company/SMART-GOVERNMENT-SOLUTIONS-S.A.P.I.-DE-C.V./jobs/Programador-java-ab250954a2c61718?fccid=e403f277953169c7&vjs=3,mongodb
168,Ingeniero de soporte técnico en Telecomunicaciones Sr.,"Scentec, empresa líder en tecnología, solicita aIngeniero de Soporte Tecnico en Telecomunicaciones Sr. \*Deseable Certificaciones en datos Swtching / Routing,…","$16,500 - $21,000 al mes",Gescom Mexico,/company/Gescom-Mexico/jobs/Ingeniero-soporte-t%C3%A9cnico-telecomunicaciones-senior-fb34cb7b1486be52?fccid=04ebbc1b932b3afb&vjs=3,mongodb
169,Desarrollador Web - Backend,Por crecimiento de nuestra empresa nos encontramos buscando desarrolladores web con los siguientes requisitos: Manejo de Flask o Django.,"$15,000 - $20,000 al mes",Clariad,/company/Clariad/jobs/Desarrollador-web-f885741f366ad70f?fccid=8ee43f95b11dc5a1&vjs=3,mongodb
170,Desarrollador Senior,"Oracle, SQLServer (Consultas, Vistas, etc), MongoDB. Estamos en búsqueda de talento para nuestra área de Desarrollo de Software. Conocimiento de XML, XSD, XSLT.","$28,000 - $32,000 al mes",EDX Solutions,/company/EDX-Solutions/jobs/Desarrollador-senior-96936f201d15b8ad?fccid=3bd55fc6123ed994&vjs=3,mongodb
171,JAVA - Back End,Deseable ElasticSearch y MongoDB al menos básico. Java Intermedio (2-3 años) Indispensable experiencia en JAVA Framework 8.,"$35,000 - $38,000 al mes",People XR,/company/PeopleXR/jobs/Java-d14b0cf26c2a54e9?fccid=124330ed0d37fcd1&vjs=3,mongodb
172,Ingeniero de Software Jr.,"Scentec, empresa líder en tecnología, solicita Ingeniero de Software Jr. \*Deseables Conocimientos en Datos Swtching / Routing, Security:","$12,500 - $16,000 al mes",Gescom Mexico,/company/Gescom-Mexico/jobs/Ingeniero-software-junior-ae5eb1edb03e511c?fccid=04ebbc1b932b3afb&vjs=3,mongodb
173,Desarrollador Javascript,Empresa privada solicita Desarrollador Front End. Licenciatura trunca que cuente con cursos o diplomados en desarrollo de software.,"$8,000 - $13,000 al mes",Reinvsol,/company/Reinvsol/jobs/Desarrollador-javascript-0d9737bb52f8f594?fccid=c4659537af53a880&vjs=3,mongodb
174,Software Architect,¡Innohub sigue ampliando el equipo! Cada vez más gente se une al reto de emprendimiento en Start Up. En esta ocasión estamos en busca de un Arquitecto de…,"$45,000 - $50,000 al mes",Innohub México,/rc/clk?jk=35c4262c972f7f87&fccid=942c4ec626ccb63b&vjs=3,mongodb
175,Programador Senior,"Programador Senior, para empresa dedicada a las comunicaciones. En Informática, Ciencias de la informática, Desarrollo de Software, o carreras afín.","$25,000 al mes",Gabinete de Comunicación Estratégica,/rc/clk?jk=2c15b5e133d6d58f&fccid=b3f082852ac54cd3&vjs=3,mongodb
176,Desarrollador Web,"Somos una empresa con clientes en todo Latino America y Estados Unidos, que busca generar la mejor experiencia en servicios y soluciones para Contact Centers de…","$15,000 al mes",Call IT Once,/rc/clk?jk=cfb8888ca16eb28d&fccid=942c4ec626ccb63b&vjs=3,mongodb
